Loan_ID,Customer_ID,Application_Date,Loan_Amount,Loan_Purpose,Interest_Rate,Loan_Term,Income,Employment_Type,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,Application_Status,Default_Status,Repayment_Status,Branch,State,Gender
L108650,C53290,2024-02-16,1543623,Business,13.06,12,162188.0,Self-employed,442.0,0,35.2,Rejected,No Default,Delayed,Hyderabad,Karnataka,Male
L108651,C52308,2023-04-06,1315838,Business,7.6,12,143882.0,Self-employed,367.0,0,50.0,Rejected,Default,On Time,Delhi,Karnataka,Male
L108652,C51379,2023-02-12,1892979,Personal,15.94,36,48865.0,Self-employed,713.0,2,28.4,Approved,No Default,On Time,Mumbai,Delhi,Male
L108653,C52995,2024-03-23,1705707,Vehicle,16.33,60,60419.0,Business Owner,733.0,5,34.6,Approved,No Default,Missed,Mumbai,Maharashtra,Female
L108654,C52289,2024-11-19,643823,Home,15.98,60,61104.0,Self-employed,537.0,0,30.3,Pending,No Default,Delayed,Mumbai,Telangana,Female
L108655,C50737,2023-08-07,153486,Education,11.74,60,97780.0,Business Owner,605.0,4,8.9,Approved,No Default,Delayed,Bangalore,Telangana,Male
L108656,C51280,2023-08-19,776330,Business,20.4,12,111445.0,Salaried,382.0,2,19.1,Pending,No Default,On Time,Delhi,Tamil Nadu,Female
L108657,C50917,2023-05-28,86684,Home,9.09,24,54088.0,Freelancer,507.0,4,20.5,Rejected,Default,Delayed,Delhi,Karnataka,Male
L108658,C51106,2023-09-15,1585461,Personal,10.26,36,,Freelancer,734.0,5,26.2,Approved,Default,Missed,Bangalore,Telangana,Male
L108659,C52985,2023-08-06,797493,Personal,12.13,24,93805.0,Salaried,387.0,5,15.2,Pending,No Default,On Time,Chennai,Delhi,Male
L108660,C51790,2023-01-05,1843102,Education,11.85,36,37983.0,Self-employed,563.0,2,17.1,Pending,Default,On Time,Mumbai,Delhi,Male
L108661,C50219,2024-02-27,724763,Home,11.12,60,56677.0,Self-employed,314.0,1,6.4,Rejected,Default,On Time,Mumbai,Delhi,Female
L108662,C51959,2023-08-04,1166294,Education,20.56,60,126140.0,Freelancer,698.0,3,33.3,Approved,No Default,Delayed,Chennai,Delhi,Female
L108663,C53320,2024-04-10,1913970,Business,13.94,24,193474.0,Salaried,588.0,5,14.8,Approved,No Default,Delayed,Delhi,Maharashtra,Female
L108664,C52503,2024-08-21,573348,Home,14.42,36,40790.0,Business Owner,524.0,1,48.8,Rejected,No Default,On Time,Hyderabad,Telangana,Female
L108665,C50961,2023-09-28,80402,Business,20.92,36,189001.0,Self-employed,768.0,5,18.4,Approved,No Default,On Time,Hyderabad,Maharashtra,Male
L108666,C51607,2024-09-25,1744220,Personal,9.35,36,105498.0,Business Owner,594.0,3,28.8,Approved,Default,Delayed,Chennai,Tamil Nadu,Female
L108667,C52153,2024-10-19,1276447,Education,14.83,24,96496.0,Self-employed,636.0,5,59.0,Pending,No Default,Delayed,Delhi,Tamil Nadu,Male
L108668,C53319,2024-04-19,975249,Home,9.4,36,190306.0,Business Owner,561.0,2,32.4,Pending,Default,Missed,Chennai,Delhi,Female
L108669,C50651,2024-04-19,406146,Personal,18.95,60,52519.0,Freelancer,579.0,3,33.2,Pending,No Default,Missed,Hyderabad,Karnataka,Female
L108670,C53050,2024-02-16,1672863,Business,8.1,12,173617.0,Salaried,803.0,4,58.3,Rejected,No Default,Missed,Bangalore,Delhi,Female
L108671,C52082,2023-07-28,388536,Business,11.84,60,150961.0,Business Owner,401.0,3,31.8,Rejected,No Default,On Time,Bangalore,Tamil Nadu,Male
L108672,C51544,2024-03-15,1584262,Home,10.18,24,100435.0,Salaried,419.0,4,12.8,Pending,No Default,Delayed,Bangalore,Maharashtra,Male
L108673,C52231,2024-09-12,1988202,Business,7.93,24,190203.0,Salaried,502.0,2,37.4,Pending,Default,Delayed,Hyderabad,Telangana,Male
L108674,C51710,2024-11-30,240690,Personal,9.69,60,194686.0,Self-employed,446.0,1,58.3,Pending,No Default,Missed,Bangalore,Maharashtra,Male
L108675,C50608,2023-01-03,1073890,Education,10.73,24,172038.0,Business Owner,460.0,1,39.3,Pending,Default,On Time,Delhi,Telangana,Female
L108676,C51468,2024-02-26,1088788,Business,16.37,24,83360.0,Business Owner,844.0,3,42.5,Approved,No Default,On Time,Mumbai,Maharashtra,Male
L108677,C52098,2024-07-11,632389,Business,17.42,24,120274.0,Freelancer,446.0,5,52.6,Rejected,Default,Missed,Hyderabad,Delhi,Male
L108678,C51558,2024-11-02,1181399,Personal,17.93,12,52540.0,Business Owner,641.0,3,33.9,Approved,No Default,Delayed,Chennai,Tamil Nadu,Female
L108679,C51001,2024-10-07,1009420,Home,22.01,60,156050.0,Self-employed,729.0,5,27.3,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Male
L108680,C51656,2024-11-23,1039052,Business,12.79,36,47092.0,Salaried,574.0,5,57.5,Pending,No Default,Delayed,Chennai,Tamil Nadu,Male
L108681,C51469,2023-12-20,1837196,Personal,21.0,12,70098.0,Freelancer,512.0,3,52.8,Rejected,No Default,Delayed,Hyderabad,Telangana,Female
L108682,C51919,2023-05-04,470526,Personal,15.28,24,45025.0,Business Owner,630.0,2,51.9,Pending,No Default,Delayed,Mumbai,Delhi,Male
L108683,C50010,2024-07-09,1911636,Business,8.87,60,58596.0,Freelancer,536.0,1,10.3,Pending,No Default,Delayed,Hyderabad,Tamil Nadu,Female
L108684,C53228,2023-09-13,252504,Home,11.53,12,126885.0,Freelancer,793.0,4,21.9,Approved,No Default,On Time,Chennai,Maharashtra,Male
L108685,C51196,2024-12-09,1090742,Vehicle,18.98,36,48753.0,Freelancer,325.0,5,36.3,Pending,Default,On Time,Mumbai,Karnataka,Female
L108686,C51169,2023-08-09,1345403,Personal,14.22,60,24459.0,Business Owner,582.0,3,14.9,Approved,Default,On Time,Mumbai,Karnataka,Male
L108687,C50703,2024-10-18,1623151,Home,17.12,36,193327.0,Self-employed,741.0,3,55.9,Pending,No Default,On Time,Hyderabad,Maharashtra,Male
L108688,C53028,2024-04-04,1989756,Vehicle,21.96,60,70528.0,Freelancer,633.0,2,29.8,Approved,No Default,Delayed,Delhi,Karnataka,Female
L108689,C52260,2024-02-26,786144,Personal,16.77,36,97301.0,Freelancer,566.0,0,11.6,Rejected,No Default,On Time,Mumbai,Telangana,Female
L108690,C50689,2024-03-03,750957,Vehicle,10.32,36,129056.0,Salaried,338.0,5,10.2,Rejected,Default,Missed,Chennai,Telangana,Female
L108691,C53096,2024-04-26,1588842,Business,10.05,60,60939.0,Salaried,341.0,2,21.9,Pending,Default,On Time,Bangalore,Delhi,Male
L108692,C51677,2024-02-29,1586563,Education,17.7,36,176947.0,Self-employed,711.0,1,32.2,Approved,Default,On Time,Delhi,Telangana,Female
L108693,C51768,2023-06-15,1827547,Vehicle,21.11,24,159014.0,Self-employed,807.0,2,10.7,Approved,No Default,Missed,Mumbai,Karnataka,Female
L108694,C50737,2024-06-14,1859454,Vehicle,20.15,12,31134.0,Salaried,465.0,4,16.5,Pending,Default,Delayed,Mumbai,Karnataka,Male
L108695,C53110,2023-07-21,325749,Vehicle,13.62,24,24658.0,Freelancer,757.0,4,35.1,Approved,No Default,On Time,Mumbai,Karnataka,Male
L108696,C52131,2023-09-27,1537052,Personal,12.54,60,58387.0,Freelancer,347.0,1,55.0,Pending,Default,Delayed,Bangalore,Tamil Nadu,Male
L108697,C50351,2023-07-23,1494035,Home,8.27,36,150627.0,Business Owner,362.0,0,33.2,Pending,No Default,Delayed,Bangalore,Karnataka,Male
L108698,C51721,2023-04-26,587706,Vehicle,18.6,12,27544.0,Self-employed,345.0,2,37.4,Rejected,Default,Missed,Bangalore,Karnataka,Female
L108699,C50605,2024-11-08,1994504,Education,11.45,24,140131.0,Salaried,725.0,3,7.8,Approved,No Default,Delayed,Hyderabad,Maharashtra,Male
L108700,C52129,2023-08-15,724903,Home,21.66,36,127321.0,Self-employed,465.0,4,18.0,Pending,Default,On Time,Chennai,Tamil Nadu,Male
L108701,C52212,2023-02-12,1607842,Business,12.63,60,49687.0,Self-employed,811.0,2,19.9,Approved,No Default,Missed,Mumbai,Karnataka,Female
L108702,C50122,2024-09-09,591994,Home,20.61,60,185584.0,Self-employed,742.0,3,14.6,Approved,No Default,On Time,Hyderabad,Tamil Nadu,Female
L108703,C52277,2023-01-16,1602552,Home,16.79,36,59735.0,Business Owner,517.0,1,51.2,Rejected,No Default,Missed,Mumbai,Telangana,Female
L108704,C53048,2023-12-30,294660,Personal,17.57,60,80873.0,Freelancer,689.0,0,24.7,Approved,No Default,Missed,Mumbai,Karnataka,Female
L108705,C52658,2023-08-21,1225730,Home,20.87,24,86682.0,Salaried,574.0,1,44.4,Pending,No Default,Missed,Delhi,Telangana,Female
L108706,C52919,2024-01-07,1889343,Education,11.46,12,137272.0,Salaried,704.0,3,28.8,Approved,No Default,Missed,Bangalore,Karnataka,Female
L108707,C50927,2024-07-22,1799046,Vehicle,22.35,36,133652.0,Self-employed,371.0,1,6.4,Pending,No Default,Delayed,Chennai,Telangana,Female
L108708,C52075,2024-10-11,1374930,Home,19.18,36,162991.0,Self-employed,634.0,0,15.0,Approved,No Default,Missed,Mumbai,Tamil Nadu,Male
L108709,C53431,2024-05-07,1050346,Education,17.87,12,106475.0,Salaried,618.0,0,36.9,Approved,No Default,Delayed,Hyderabad,Maharashtra,Female
L108710,C50664,2023-08-28,842060,Home,15.96,60,152080.0,Business Owner,844.0,0,17.6,Approved,No Default,On Time,Chennai,Telangana,Female
L108711,C52083,2024-11-22,939634,Personal,20.96,60,138419.0,Self-employed,826.0,2,7.8,Approved,No Default,On Time,Chennai,Tamil Nadu,Male
L108712,C52139,2024-01-26,1700192,Personal,15.63,36,71071.0,Business Owner,447.0,0,28.6,Rejected,Default,Delayed,Chennai,Tamil Nadu,Female
L108713,C51191,2023-05-10,218769,Education,15.73,12,143901.0,Freelancer,607.0,5,13.0,Approved,Default,On Time,Delhi,Maharashtra,Male
L108714,C52696,2023-11-01,780506,Vehicle,11.57,36,93721.0,Salaried,753.0,5,21.2,Approved,No Default,Delayed,Chennai,Delhi,Male
L108715,C50929,2024-06-09,1252301,Vehicle,8.68,12,121046.0,Salaried,597.0,3,13.4,Approved,No Default,Missed,Hyderabad,Telangana,Female
L108716,C51568,2023-11-06,669742,Vehicle,13.69,60,113920.0,Business Owner,719.0,0,59.9,Rejected,No Default,Delayed,Hyderabad,Delhi,Female
L108717,C51860,2024-09-07,1198781,Education,11.76,12,92483.0,Salaried,559.0,5,55.3,Rejected,Default,Delayed,Bangalore,Telangana,Male
L108718,C51744,2023-05-06,1302501,Education,14.34,12,91670.0,Salaried,520.0,4,25.2,Rejected,No Default,On Time,Hyderabad,Delhi,Male
L108719,C50640,2023-05-07,497878,Education,14.54,12,57564.0,Self-employed,451.0,3,24.2,Pending,No Default,On Time,Mumbai,Maharashtra,Female
L108720,C53424,2024-06-15,1226224,Personal,8.06,12,67965.0,Self-employed,844.0,3,40.3,Approved,No Default,On Time,Delhi,Delhi,Female
L108721,C51993,2023-05-14,452653,Vehicle,12.03,36,185649.0,Salaried,712.0,3,35.9,Approved,No Default,On Time,Bangalore,Delhi,Female
L108722,C51759,2023-09-04,318527,Vehicle,19.95,36,125192.0,Salaried,356.0,1,6.4,Rejected,Default,Missed,Delhi,Tamil Nadu,Female
L108723,C50478,2023-04-03,175608,Education,15.19,60,163348.0,Business Owner,561.0,5,25.4,Pending,Default,Delayed,Chennai,Karnataka,Male
L108724,C50025,2024-11-09,1503194,Personal,11.45,24,173189.0,Freelancer,570.0,5,58.3,Rejected,No Default,Delayed,Mumbai,Telangana,Female
L108725,C52248,2023-10-12,1065414,Personal,17.91,24,37310.0,Business Owner,672.0,3,13.4,Approved,No Default,On Time,Chennai,Karnataka,Female
L108726,C50200,2024-09-21,288560,Business,14.21,36,110958.0,Salaried,330.0,0,42.1,Rejected,No Default,Delayed,Mumbai,Tamil Nadu,Female
L108727,C50897,2024-07-07,373200,Business,20.95,12,103441.0,Business Owner,753.0,4,59.9,Pending,No Default,Delayed,Chennai,Karnataka,Female
L108728,C53477,2024-08-06,1729822,Home,12.18,60,97505.0,Self-employed,435.0,2,56.3,Pending,Default,Missed,Chennai,Delhi,Female
L108729,C51774,2024-01-29,1100091,Personal,20.63,60,191551.0,Business Owner,707.0,1,33.5,Approved,No Default,On Time,Delhi,Maharashtra,Female
L108730,C52004,2023-02-09,1737584,Vehicle,19.2,24,34448.0,Salaried,753.0,5,8.5,Approved,No Default,Delayed,Hyderabad,Tamil Nadu,Male
L108731,C53467,2023-11-14,1570510,Personal,10.0,36,170727.0,Self-employed,396.0,2,47.5,Pending,Default,Missed,Chennai,Tamil Nadu,Male
L108732,C52574,2024-01-11,1655741,Vehicle,11.02,24,187656.0,Salaried,833.0,3,21.7,Approved,No Default,Missed,Bangalore,Karnataka,Male
L108733,C51424,2023-04-27,849138,Business,17.57,36,133420.0,Salaried,815.0,5,53.0,Rejected,No Default,Delayed,Chennai,Telangana,Female
L108734,C52423,2023-02-23,1682682,Business,15.9,60,109903.0,Business Owner,679.0,3,56.4,Pending,No Default,On Time,Chennai,Telangana,Female
L108735,C50758,2024-01-11,1156342,Home,8.7,24,195385.0,Freelancer,585.0,5,20.0,Approved,No Default,Delayed,Delhi,Tamil Nadu,Female
L108736,C51059,2024-04-09,135589,Home,15.11,36,148567.0,Freelancer,672.0,2,14.8,Approved,Default,Missed,Chennai,Tamil Nadu,Male
L108737,C50959,2023-07-10,1799115,Education,9.05,60,76774.0,Business Owner,670.0,1,45.7,Approved,Default,Delayed,Delhi,Maharashtra,Male
L108738,C52495,2024-04-05,1337708,Vehicle,11.07,36,104229.0,Self-employed,763.0,4,51.5,Pending,Default,On Time,Delhi,Maharashtra,Female
L108739,C51557,2023-07-27,1630781,Vehicle,10.52,12,90351.0,Business Owner,501.0,5,22.7,Pending,No Default,Missed,Chennai,Delhi,Female
L108740,C52342,2024-11-23,1055824,Vehicle,14.67,24,191108.0,Salaried,534.0,1,9.0,Pending,Default,Delayed,Delhi,Tamil Nadu,Female
L108741,C51449,2023-04-16,1861648,Personal,15.15,12,119319.0,Self-employed,683.0,4,32.5,Approved,Default,Delayed,Delhi,Maharashtra,Male
L108742,C50844,2023-09-11,286720,Home,11.01,60,26895.0,Salaried,495.0,3,47.4,Pending,No Default,Missed,Chennai,Tamil Nadu,Female
L108743,C50635,2024-01-16,949254,Personal,15.8,36,108884.0,Freelancer,453.0,4,51.9,Rejected,No Default,Missed,Hyderabad,Tamil Nadu,Male
L108744,C51279,2023-02-05,1565910,Personal,18.74,36,21799.0,Self-employed,363.0,0,26.4,Pending,Default,Delayed,Chennai,Karnataka,Female
L108745,C50898,2024-12-31,641818,Education,18.58,12,98437.0,Salaried,336.0,1,48.6,Pending,No Default,Missed,Bangalore,Maharashtra,Female
L108746,C50703,2023-01-13,1165757,Vehicle,21.79,60,165511.0,Salaried,462.0,0,23.2,Rejected,No Default,Missed,Bangalore,Maharashtra,Female
L108747,C50617,2023-10-12,1100696,Personal,10.45,36,144123.0,Business Owner,476.0,0,16.7,Rejected,No Default,Missed,Delhi,Telangana,Female
L108748,C53115,2023-05-31,1890706,Education,10.27,24,140440.0,Freelancer,349.0,0,17.7,Rejected,Default,On Time,Bangalore,Maharashtra,Male
L108749,C50928,2024-04-07,282392,Education,20.26,60,86314.0,Self-employed,699.0,3,57.4,Pending,No Default,Delayed,Hyderabad,Delhi,Male
L108750,C50035,2023-05-23,1929902,Business,8.04,36,102347.0,Self-employed,317.0,3,44.5,Rejected,No Default,On Time,Chennai,Maharashtra,Male
L108751,C51994,2023-07-30,1348296,Home,13.85,12,176545.0,Salaried,735.0,4,51.9,Pending,No Default,Missed,Chennai,Tamil Nadu,Female
L108752,C52437,2024-07-29,443439,Education,12.18,24,138433.0,Freelancer,754.0,5,30.7,Approved,No Default,Missed,Bangalore,Telangana,Male
L108753,C50069,2024-04-29,1134662,Vehicle,11.56,36,122568.0,Self-employed,634.0,2,34.5,Approved,No Default,On Time,Chennai,Karnataka,Male
L108754,C50811,2024-07-24,236061,Vehicle,18.01,12,181475.0,Salaried,479.0,4,34.9,Pending,Default,Missed,Hyderabad,Maharashtra,Male
L108755,C50808,2023-12-23,311722,Personal,14.33,36,75649.0,Business Owner,552.0,0,48.0,Pending,Default,Delayed,Delhi,Tamil Nadu,Male
L108756,C52311,2024-04-27,1792093,Vehicle,18.17,12,186396.0,Self-employed,458.0,1,25.8,Pending,Default,Delayed,Chennai,Tamil Nadu,Female
L108757,C50627,2024-12-28,141503,Business,8.92,12,103095.0,Self-employed,666.0,1,28.7,Approved,No Default,Delayed,Delhi,Karnataka,Female
L108758,C52064,2023-03-21,1042568,Education,21.82,60,61455.0,Salaried,450.0,1,22.4,Pending,No Default,Missed,Mumbai,Delhi,Female
L108759,C50853,2024-02-16,177336,Business,7.7,60,122252.0,Business Owner,483.0,0,11.7,Rejected,Default,Missed,Hyderabad,Tamil Nadu,Female
L108760,C50625,2023-03-02,1639209,Business,9.85,12,116533.0,Business Owner,335.0,3,25.0,Pending,Default,Delayed,Hyderabad,Telangana,Male
L108761,C51234,2024-05-12,1638440,Personal,9.08,24,193498.0,Business Owner,374.0,0,26.4,Rejected,No Default,Missed,Mumbai,Tamil Nadu,Male
L108762,C51512,2024-04-18,1382361,Personal,11.05,36,162121.0,Salaried,505.0,3,43.0,Rejected,Default,Delayed,Hyderabad,Delhi,Female
L108763,C50489,2023-04-16,1548906,Education,11.79,60,138425.0,Self-employed,542.0,2,25.0,Rejected,Default,Delayed,Hyderabad,Delhi,Female
L108764,C51858,2023-01-28,1636925,Home,16.12,24,65383.0,Self-employed,382.0,0,32.2,Rejected,Default,Delayed,Chennai,Karnataka,Male
L108765,C51838,2024-04-06,1780194,Business,15.43,36,191401.0,Business Owner,416.0,2,49.0,Pending,Default,Missed,Mumbai,Maharashtra,Male
L108766,C52232,2024-01-10,1334343,Vehicle,10.34,12,139408.0,Business Owner,601.0,3,37.9,Approved,No Default,Missed,Bangalore,Karnataka,Male
L108767,C53008,2023-01-13,537489,Personal,20.97,36,166545.0,Self-employed,547.0,3,28.7,Pending,No Default,Delayed,Bangalore,Karnataka,Female
L108768,C52063,2024-04-23,231845,Education,20.07,12,59043.0,Freelancer,310.0,5,58.9,Pending,No Default,Delayed,Bangalore,Karnataka,Male
L108769,C51230,2023-01-16,1772228,Personal,14.46,60,141670.0,Business Owner,738.0,4,27.9,Approved,No Default,Delayed,Bangalore,Maharashtra,Female
L108770,C51671,2023-04-21,1488874,Education,15.92,36,112977.0,Business Owner,433.0,4,33.2,Pending,No Default,Missed,Bangalore,Karnataka,Male
L108771,C50854,2024-11-06,1894933,Personal,12.58,36,46888.0,Self-employed,660.0,4,24.1,Approved,No Default,Delayed,Mumbai,Delhi,Male
L108772,C52077,2023-08-24,1990549,Business,11.61,36,70464.0,Self-employed,680.0,1,35.3,Approved,No Default,Delayed,Chennai,Tamil Nadu,Male
L108773,C51826,2024-07-05,939894,Education,11.72,12,41618.0,Freelancer,719.0,3,44.1,Approved,No Default,Missed,Hyderabad,Maharashtra,Female
L108774,C50122,2023-01-02,1637046,Personal,9.45,36,167792.0,Salaried,535.0,2,43.8,Pending,No Default,Delayed,Chennai,Delhi,Female
L108775,C53318,2023-10-12,372965,Personal,14.27,24,100165.0,Freelancer,720.0,3,59.7,Rejected,No Default,Missed,Hyderabad,Maharashtra,Male
L108776,C50754,2024-04-15,386987,Education,12.0,12,66105.0,Salaried,365.0,1,29.8,Pending,Default,Delayed,Hyderabad,Maharashtra,Female
L108777,C52463,2023-01-30,1116816,Business,9.92,60,132888.0,Business Owner,670.0,4,48.3,Approved,No Default,Delayed,Bangalore,Delhi,Male
L108778,C50242,2024-06-29,126023,Home,8.88,24,179948.0,Salaried,703.0,1,47.9,Approved,No Default,Delayed,Bangalore,Karnataka,Female
L108779,C50560,2024-03-27,70152,Education,18.47,36,30018.0,Business Owner,570.0,4,18.6,Pending,Default,Missed,Chennai,Karnataka,Female
L108780,C50236,2023-10-17,1379553,Personal,22.17,24,23850.0,Business Owner,704.0,1,38.5,Approved,No Default,Delayed,Hyderabad,Maharashtra,Male
L108781,C50600,2023-02-24,431341,Business,7.91,12,142128.0,Self-employed,600.0,2,26.7,Approved,No Default,Missed,Bangalore,Telangana,Male
L108782,C50986,2023-06-11,168494,Personal,9.77,60,119645.0,Self-employed,565.0,5,56.4,Rejected,Default,Missed,Chennai,Delhi,Male
L108783,C52567,2023-05-11,1893096,Personal,9.74,36,84632.0,Self-employed,768.0,5,10.6,Approved,No Default,Missed,Bangalore,Karnataka,Male
L108784,C51261,2023-06-02,788472,Business,8.82,12,47753.0,Salaried,681.0,3,51.5,Pending,No Default,Missed,Hyderabad,Maharashtra,Female
L108785,C50809,2024-07-31,1401575,Education,9.81,60,32584.0,Business Owner,615.0,3,36.3,Approved,Default,On Time,Hyderabad,Maharashtra,Male
L108786,C53472,2023-01-12,77781,Business,10.47,24,91398.0,Salaried,763.0,5,10.7,Approved,No Default,On Time,Delhi,Maharashtra,Male
L108787,C53089,2023-02-17,1352231,Business,7.98,60,103159.0,Salaried,845.0,5,20.6,Approved,Default,Delayed,Delhi,Delhi,Male
L108788,C50763,2023-11-24,586703,Education,11.91,60,109208.0,Self-employed,592.0,4,33.5,Approved,No Default,Delayed,Hyderabad,Karnataka,Male
L108789,C50122,2024-08-02,1217949,Business,7.6,60,133288.0,Business Owner,724.0,1,29.1,Approved,No Default,Delayed,Chennai,Telangana,Male
L108790,C51483,2024-08-26,917113,Vehicle,19.68,12,117981.0,Business Owner,652.0,3,15.3,Approved,No Default,Delayed,Hyderabad,Maharashtra,Male
L108791,C51037,2024-10-29,1713347,Education,12.75,60,29736.0,Freelancer,710.0,1,6.8,Approved,Default,Missed,Delhi,Karnataka,Male
L108792,C52358,2023-12-29,1651636,Vehicle,14.5,12,52648.0,Business Owner,718.0,4,26.1,Approved,No Default,Missed,Mumbai,Telangana,Male
L108793,C52467,2024-12-15,462678,Education,8.87,24,21760.0,Self-employed,532.0,2,45.6,Rejected,No Default,On Time,Chennai,Karnataka,Female
L108794,C53291,2023-09-13,1822311,Business,10.45,60,52138.0,Salaried,345.0,0,16.5,Rejected,Default,On Time,Bangalore,Tamil Nadu,Female
L108795,C51275,2024-07-29,1483939,Vehicle,12.35,36,108874.0,Freelancer,548.0,4,27.1,Rejected,Default,Missed,Delhi,Karnataka,Male
L108796,C51923,2023-11-19,325617,Education,12.66,12,129723.0,Self-employed,336.0,1,14.7,Pending,Default,Missed,Mumbai,Maharashtra,Male
L108797,C52170,2024-02-14,1890097,Personal,22.08,12,95340.0,Self-employed,374.0,1,7.5,Rejected,Default,Missed,Mumbai,Karnataka,Female
L108798,C52718,2024-06-27,1828015,Home,16.71,36,171113.0,Freelancer,788.0,1,36.7,Approved,No Default,On Time,Chennai,Karnataka,Female
L108799,C52868,2024-02-26,91662,Business,15.62,36,169256.0,Salaried,628.0,5,22.1,Approved,No Default,Missed,Bangalore,Telangana,Female
L108800,C50215,2024-10-26,251962,Business,16.24,36,167497.0,Freelancer,761.0,1,48.4,Approved,Default,On Time,Delhi,Tamil Nadu,Male
L108801,C52954,2024-04-06,966187,Home,14.97,60,52461.0,Salaried,682.0,5,7.1,Approved,No Default,On Time,Chennai,Karnataka,Male
L108802,C52281,2023-01-11,709037,Home,11.18,24,99445.0,Business Owner,703.0,4,24.2,Approved,No Default,Missed,Delhi,Telangana,Male
L108803,C50614,2024-04-07,302841,Business,22.14,36,20175.0,Freelancer,551.0,0,56.8,Rejected,No Default,Missed,Hyderabad,Tamil Nadu,Female
L108804,C51108,2024-08-13,154026,Vehicle,10.26,12,93599.0,Self-employed,353.0,3,29.4,Pending,Default,Missed,Delhi,Maharashtra,Female
L108805,C52607,2023-09-03,504976,Business,10.69,60,134480.0,Self-employed,577.0,0,7.4,Pending,Default,On Time,Hyderabad,Karnataka,Female
L108806,C52946,2024-08-15,629756,Personal,12.03,12,46970.0,Salaried,312.0,1,54.8,Pending,Default,On Time,Delhi,Tamil Nadu,Male
L108807,C51501,2023-05-27,231804,Education,11.71,60,71825.0,Self-employed,721.0,0,58.6,Rejected,No Default,Missed,Delhi,Telangana,Female
L108808,C50424,2023-09-19,1276860,Personal,12.99,36,194370.0,Self-employed,836.0,5,31.8,Approved,No Default,Delayed,Delhi,Telangana,Female
L108809,C51837,2024-05-15,657163,Business,9.99,60,115852.0,Freelancer,604.0,0,41.4,Approved,No Default,Delayed,Bangalore,Tamil Nadu,Male
L108810,C52083,2024-08-04,620118,Vehicle,14.1,24,145965.0,Self-employed,301.0,5,37.4,Pending,Default,On Time,Mumbai,Delhi,Male
L108811,C52686,2024-02-09,197577,Education,21.83,60,138808.0,Salaried,469.0,2,14.4,Pending,No Default,Delayed,Delhi,Delhi,Female
L108812,C51161,2023-06-13,991387,Business,11.86,24,167610.0,Salaried,345.0,5,20.2,Rejected,No Default,On Time,Bangalore,Maharashtra,Male
L108813,C53038,2024-11-05,705148,Personal,17.82,24,157305.0,Self-employed,474.0,2,48.2,Rejected,No Default,Delayed,Hyderabad,Telangana,Male
L108814,C52621,2023-10-29,907213,Personal,19.95,60,95948.0,Freelancer,407.0,1,26.8,Pending,Default,Delayed,Hyderabad,Maharashtra,Female
L108815,C52112,2024-06-30,907087,Business,9.32,60,66601.0,Self-employed,744.0,2,25.5,Approved,No Default,Missed,Hyderabad,Karnataka,Female
L108816,C50553,2023-12-19,285112,Vehicle,8.52,60,166554.0,Freelancer,641.0,0,49.8,Approved,No Default,Missed,Chennai,Tamil Nadu,Female
L108817,C50846,2024-08-08,1946344,Business,9.28,24,49545.0,Salaried,581.0,0,38.9,Approved,No Default,Missed,Chennai,Telangana,Male
L108818,C50998,2024-09-05,1519027,Business,14.39,60,193263.0,Salaried,592.0,5,51.4,Pending,Default,Delayed,Hyderabad,Telangana,Male
L108819,C53378,2024-10-11,348219,Vehicle,18.09,36,51071.0,Self-employed,546.0,0,30.0,Pending,No Default,Missed,Delhi,Maharashtra,Female
L108820,C52297,2023-11-15,430589,Education,7.81,36,77429.0,Business Owner,453.0,1,48.4,Pending,No Default,Missed,Delhi,Telangana,Female
L108821,C52143,2024-09-13,755618,Home,13.17,24,133480.0,Self-employed,746.0,2,9.9,Approved,No Default,Missed,Hyderabad,Karnataka,Female
L108822,C52331,2023-05-09,1892239,Business,13.32,12,27511.0,Business Owner,790.0,4,37.0,Approved,No Default,On Time,Chennai,Karnataka,Male
L108823,C52563,2024-05-14,176702,Vehicle,8.62,60,80371.0,Salaried,493.0,0,32.9,Pending,Default,Missed,Mumbai,Telangana,Female
L108824,C52952,2023-10-15,1325484,Home,13.45,24,33770.0,Salaried,796.0,5,50.7,Rejected,Default,Missed,Bangalore,Maharashtra,Female
L108825,C52316,2023-07-22,1081315,Business,21.03,24,178760.0,Salaried,513.0,2,8.3,Pending,Default,On Time,Hyderabad,Maharashtra,Female
L108826,C52744,2023-11-02,1584223,Home,7.86,60,134953.0,Self-employed,581.0,1,35.3,Approved,Default,Missed,Delhi,Karnataka,Male
L108827,C51715,2023-05-21,43082,Vehicle,12.76,24,166840.0,Salaried,612.0,1,28.0,Approved,No Default,Delayed,Chennai,Delhi,Female
L108828,C52202,2024-02-06,889217,Home,10.39,36,41529.0,Self-employed,815.0,5,14.4,Approved,No Default,Missed,Delhi,Delhi,Male
L108829,C52489,2023-04-27,1502615,Vehicle,12.43,12,138053.0,Salaried,656.0,3,47.9,Approved,No Default,Delayed,Mumbai,Telangana,Male
L108830,C51913,2023-10-01,871723,Vehicle,19.97,24,30583.0,Freelancer,308.0,3,15.0,Rejected,Default,On Time,Delhi,Telangana,Male
